food,1782
time,1369
place,1212
service,1054
restaurant,639
experience,507
meal,503
night,484
menu,442
thing,342
quality,322
times,307
price,294
visit,290
get,281
coffee,254
prices,252
atmosphere,242
dishes,238
places,231
restaurants,230
people,227
pizza,227
staff,226
day,225
try,224
portions,223
breakfast,219
burger,219
selection,219
portion,218
lunch,215
bar,208
order,206
sauce,203
cheese,203
things,202
bread,202
dinner,201
part,199
taste,191
side,188
go,182
way,180
flavor,178
french,177
spot,172
reviews,172
beer,171
plate,169
location,168
deal,168
nice,168
sushi,166
wait,163
montreal,159
wine,157
dish,157
group,155
options,154
fries,152
mexican,151
course,150
tasty,147
bit,144
poutine,144
drinks,143
value,141
amount,140
salad,139
choice,135
dining,135
fan,132
end,132
eat,131
sandwich,130
find,129
meat,126
chicken,122
review,122
music,121
steak,120
tables,120
dessert,119
und,114
everything,112
hot,111
week,111
ingredients,111
brunch,110
chocolate,108
rib,106
york,106
meals,105
chips,105
drink,102
trip,102
plates,99
size,99
hour,99
evening,98
see,97
customer,95
items,95
decor,94
beef,94
burgers,92
year,92
make,91
think,91
party,89
bite,88
take,88
sweet,88
server,86
pieces,85
made,85
rice,84
soup,84
stuff,83
variety,83
school,83
choices,83
years,82
house,82
come,82
job,82
ist,81
style,81
date,80
bowl,80
better,79
always,78
spicy,78
nothing,77
right,76
die,76
chinese,76
feel,76
inside,75
fun,75
option,75
cuisine,74
happy,74
tacos,74
ambiance,73
town,72
got,72
tea,72
space,71
friends,71
amazing,71
potato,71
glass,70
waiter,70
came,69
cafe,69
thai,69
stop,69
expectations,68
fruit,67
home,67
person,66
flavors,66
business,66
pretty,66
look,66
went,66
back,66
half,65
fish,65
view,65
know,65
man,64
great,63
kitchen,63
looking,63
friend,63
pasta,63
waitress,62
potatoes,62
groups,62
table,62
bbq,62
pho,61
sehr,61
say,60
vibe,60
ones,60
door,59
seating,58
area,58
warm,58
eggs,58
sauces,58
tasting,57
family,57
kind,57
seafood,57
sandwiches,57
fast,57
indian,56
cocktails,56
either,56
vegas,55
lot,55
super,55
oil,55
sign,54
appetizer,54
considering,54
idea,54
took,54
pork,54
touch,53
clean,53
piece,53
dog,53
weekend,53
cut,53
pub,52
eating,52
point,52
occasion,52
notch,52
crispy,52
something,52
anything,51
ribs,51
street,51
plus,51
list,51
love,50
patio,50
worth,50
vegan,50
toppings,50
line,49
shrimp,49
light,49
crowd,48
buffet,48
let,48
et,48
crust,48
want,47
perfect,47
start,47
well,47
main,47
range,47
onion,46
chef,46
guy,46
room,46
tapas,46
beans,46
check,46
name,46
taco,46
bacon,45
work,45
sunday,45
found,44
garden,44
de,44
star,44
fine,44
level,44
wifi,44
note,43
tastes,43
cozy,43
customers,43
quite,42
cold,42
la,42
das,42
excellent,42
filling,42
days,42
busy,41
floor,41
chance,41
diner,41
serving,41
texture,41
yet,41
ramen,41
least,41
cup,41
however,41
presentation,41
walk,41
city,40
couple,40
war,40
comes,40
sausage,40
maybe,40
disappointment,40
thought,40
quick,40
beers,40
servers,39
gut,39
egg,39
reason,39
mit,39
appetizers,39
sure,39
whole,39
number,38
owner,38
good,38
water,38
cocktail,38
ok,38
sit,38
summer,37
desserts,37
entree,37
neighborhood,37
enjoy,37
conversation,37
rich,36
fact,36
wines,36
bottle,36
tender,36
tip,36
version,36
orange,36
kinds,36
types,35
offer,35
cheap,35
ask,35
left,35
creamy,35
curry,35
entrees,35
cake,35
kids,34
unique,34
attitude,34
occasions,34
experiences,34
treat,34
ever,34
combination,34
im,34
item,34
lots,33
minute,33
change,33
rolls,33
call,33
terrace,33
cheesecake,33
favourite,33
others,33
setting,33
flavour,33
chairs,32
bartender,32
concept,32
extra,32
butter,32
outdoor,32
hopes,32
noodles,32
corn,32
decent,32
far,32
bland,32
awesome,31
salty,31
w,31
fresh,31
bring,31
chunks,31
juicy,31
naan,31
share,31
lamb,31
saturday,31
ice,31
medium,31
windows,31
spots,30
caf,30
noch,30
problem,30
addition,30
foods,30
gem,30
morning,30
money,30
ambience,30
feeling,29
chain,29
care,29
american,29
ready,29
nicht,29
rye,29
salmon,29
vietnamese,29
le,29
seats,29
soft,29
vegetables,29
serve,29
friday,29
wild,29
life,28
roll,28
salt,28
world,28
hours,28
decorations,28
lack,28
toast,28
german,28
month,28
recommendations,28
need,28
type,28
loud,28
manager,28
interior,28
black,28
spring,28
strip,28
mix,28
italian,28
pot,28
veggie,27
chili,27
leave,27
going,27
lobster,27
opinion,27
sides,27
put,27
mistake,27
hand,27
selections,27
help,27
specials,27
bars,27
tell,27
modern,27
felt,27
pricey,27
bill,27
f,27
salsa,27
n,27
birthday,27
wife,27
ate,26
sat,26
burrito,26
char,26
establishment,26
tomato,26
ordering,26
told,26
window,26
recommend,26
luck,26
surprise,26
bites,26
rating,26
pie,26
standards,26
avons,26
wood,26
parking,26
apple,26
onions,26
wall,26
deli,25
rest,25
intimate,25
owners,25
les,25
steakhouse,25
vegetarian,25
crab,25
fare,25
mac,25
shot,25
middle,25
pay,25
orders,25
homemade,25
multi,25
oysters,25
plenty,25
port,25
return,25
cloth,25
tao,25
foie,25
hole,24
sense,24
greek,24
finish,24
combinations,24
espresso,24
cause,24
impression,24
resto,24
slices,24
offerings,24
dip,24
bistro,24
yelp,24
environment,24
charge,24
courses,24
everyone,24
noodle,24
flavours,24
refreshing,24
average,23
herbs,23
section,23
makes,23
korean,23
veggies,23
las,23
crepe,23
non,23
menus,23
front,23
management,23
mushroom,23
sour,23
talk,23
parties,23
cool,23
someone,23
art,23
kick,23
use,23
gets,23
st,22
curds,22
pour,22
less,22
dogs,22
away,22
es,22
issue,22
mushrooms,22
greasy,22
balance,22
pizzas,22
round,22
der,22
meats,22
dumplings,22
accommodate,22
turn,22
hungry,22
slice,22
expect,22
