L1kZPLK-jESG1uOMl-DOew,"['Delis', 'Italian', 'French', 'Restaurants']"
DIYHTgM-YGKWOWLzQ4XVhA,"['Restaurants', 'Italian']"
wxRUJXCIM19yivp0tWDznA,"['Italian', 'Hot Dogs', 'Fast Food', 'Restaurants']"
s5yzZITWU_RcJzWOgjFecw,"['Restaurants', 'Italian']"
dowimfl0v9PQlL6jey5WGA,"['Italian', 'Pizza', 'Restaurants']"
kEyCMHBnohaWc81omLDfYg,"['Delis', 'Italian', 'Sandwiches', 'Restaurants']"
0DR0OOVju_ZoPNVzneEQbQ,"['Bars', 'Breakfast & Brunch', 'Wine Bars', 'Nightlife', 'Italian', 'Restaurants']"
Fb5ZL4VkO2Yfx-bNJexAkg,"['Italian', 'Pizza', 'Restaurants']"
yEIlP6vKdE0F3ZQW7n4PvA,"['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']"
G2zrrc65AeqPtE5wymvIww,"['Bars', 'Restaurants', 'Nightlife', 'Italian']"
wrxMjl7YD90m1yeNunwKOw,"['Bars', 'Restaurants', 'Nightlife', 'Lounges', 'Italian']"
-6n29ZcBHteJ9eEexoRQ7g,"['Restaurants', 'Event Planning & Services', 'Venues & Event Spaces', 'Italian']"
UPA058i2o2W_3F5PvnlU1g,"['Restaurants', 'Italian']"
urxxK26xFoTky9f1ba4uNw,"['Italian', 'Pizza', 'Fast Food', 'Restaurants']"
On_3zLdujQdvDbBYUirNWw,"['Restaurants', 'Italian']"
OcUfOB8ullNN5C7D6kCx4w,"['Italian', 'Pizza', 'Restaurants']"
OWx889sHtm9sJXPBfCJyXQ,"['Bars', 'Restaurants', 'Nightlife', 'Italian']"
0SepDX0DR46sCdxkCI5Txg,"['Italian', 'Pizza', 'Sandwiches', 'Restaurants']"
Fr4F7pEsTl_Qqn1gWEpenQ,"['Restaurants', 'Italian']"
nPg1a-Buzv-PvxfHDKOrfg,"['Food', 'Restaurants', 'Italian']"
VMUjD1RfidHMBeYrWJkd6w,"['Restaurants', 'Italian']"
0p-JqQ3DOXC90ad563C1FQ,"['Restaurants', 'Pizza', 'Italian']"
4ds-oi5g3gf1GZeNo50VKw,"['Restaurants', 'Italian']"
gJmBto8IXwSBT4HTcL7cDw,"['Restaurants', 'Pizza', 'Italian']"
r7vM-ZDismRvuxchqGpMvw,"['Italian', 'Pizza', 'Restaurants']"
k8JnZBspVOI8kLcQek-Chw,"['Food', 'Food Delivery Services', 'Restaurants', 'Pizza', 'Italian']"
n30q_HaFRWmjFR_bXh9_dg,"['Burgers', 'Restaurants', 'Pizza', 'Italian']"
_cxnSeFM0G5AdvCpJjTb0g,"['Italian', 'Pizza', 'Restaurants']"
Pu5uzlZ05pqVlx6LcZbfgw,"['Italian', 'Pizza', 'Restaurants']"
MLVKDbuI2xaOJQ4-NZj2MQ,"['Restaurants', 'Italian']"
ZNb-gsfWpbu20VSvPZ2kKQ,"['Restaurants', 'Italian']"
R2ir0q71ZgVdi4HJp6n2dw,"['Restaurants', 'Italian']"
eFA9dqXT5EA_TrMgbo03QQ,"['Restaurants', 'Pizza', 'Italian']"
yxSocch2Ng0eMqSwhmLSgQ,"['Restaurants', 'Italian']"
GUACaVK0jB-T2AGZO-QcaQ,"['Restaurants', 'Italian']"
w40G2sc3pZc9-puovMk97g,"['Seafood', 'Restaurants', 'Italian']"
AjVRPatAHLNwbnx3GWk5Gg,"['Italian', 'Pizza', 'Restaurants']"
