bjUH-01t834CVg0Yl0CLWQ,"['Greek', 'Pizza', 'Mediterranean', 'Restaurants']"
APzio4blbje5mhMGJqP8Ew,"['Pizza', 'Mexican', 'Restaurants']"
77pQVPhksTpz-Yz8v4bK_A,"['Pizza', 'Restaurants']"
dowimfl0v9PQlL6jey5WGA,"['Italian', 'Pizza', 'Restaurants']"
rsI6iakvvpOTF3pTXAMYBA,"['Italian', 'Pizza', 'Sandwiches', 'Restaurants']"
slOVdfscLkm8QualSl4CGQ,"['Pizza', 'Restaurants']"
Fb5ZL4VkO2Yfx-bNJexAkg,"['Italian', 'Pizza', 'Restaurants']"
srwalcP-syowcxUNbSkA_g,"['Pizza', 'Restaurants']"
yEIlP6vKdE0F3ZQW7n4PvA,"['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']"
MKUT42AO_eLq0Av-PvQC7A,"['Pizza', 'Restaurants']"
DgKTPEdH5yk552xBU5lgCw,"['Pizza', 'Restaurants']"
5TBOg9Rf47SECB8gTNGqeQ,"['Pizza', 'Restaurants']"
xWl07LJJ_6h-L8ri3LrP4g,"['Cheesesteaks', 'Pizza', 'Restaurants']"
vpr2y1e3VFRSg6UszEuc0A,"['Pizza', 'Restaurants']"
PC7CxO4fZJV_OcI16oDYkg,"['Pizza', 'Cafes', 'Restaurants']"
Nqnsv188jpV-FdIVTuBjOQ,"['Pizza', 'Restaurants']"
0F4YI5iE5CDzeQ4_ixIFDQ,"['Pizza', 'Restaurants']"
WfCqK14lbTLRDgjMNDEa_g,"['Pizza', 'Buffets', 'Chicken Wings', 'Restaurants']"
urxxK26xFoTky9f1ba4uNw,"['Italian', 'Pizza', 'Fast Food', 'Restaurants']"
o_w69y1M6pkKetd1w43i_w,"['Bars', 'Cocktail Bars', 'Nightlife', 'Italian', 'Pizza', 'Restaurants']"
OcUfOB8ullNN5C7D6kCx4w,"['Italian', 'Pizza', 'Restaurants']"
-xK-9VwI0WbIdyme7N_0MA,"['Pizza', 'Kebab', 'Restaurants']"
Xbxve72Hp5cWWj96ThGNtg,"['Pizza', 'Restaurants']"
-xUkX5hO7MrMj9OwqMQ35A,"['Italian', 'Pizza', 'Restaurants']"
6MxbrPOLk6UNDiET8ZEGog,"['Pizza', 'Buffets', 'Chicken Wings', 'Restaurants']"
s0HNRkYSI7TIPOOcJ0OIVg,"['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']"
4qOPELunTvPQsmmnLDr4Jw,"['American (Traditional)', 'Pizza', 'Restaurants']"
zGU2RCVsfwq6dbOKatlgyg,"['Pizza', 'Restaurants']"
0p-JqQ3DOXC90ad563C1FQ,"['Restaurants', 'Pizza', 'Italian']"
gJmBto8IXwSBT4HTcL7cDw,"['Restaurants', 'Pizza', 'Italian']"
jAWUEUMysKTW605pkzFT2Q,"['Restaurants', 'Pizza', 'Italian']"
3yRq8DjiSt4lSPEonpSaLQ,"['Restaurants', 'Pizza', 'Italian']"
r7vM-ZDismRvuxchqGpMvw,"['Italian', 'Pizza', 'Restaurants']"
wwmMJIDyq7QHBzb9YSaCkQ,"['Pizza', 'Restaurants']"
YG41q565jH3Z145YqD7QgA,"['Pizza', 'Restaurants']"
k8JnZBspVOI8kLcQek-Chw,"['Food', 'Food Delivery Services', 'Restaurants', 'Pizza', 'Italian']"
ec1gbPLxYhUYDu_1h4c7dQ,"['Kosher', 'Vegetarian', 'Pizza', 'Restaurants']"
3ewMJEnQmtmMYp9hyT690w,"['Pizza', 'Restaurants']"
n30q_HaFRWmjFR_bXh9_dg,"['Burgers', 'Restaurants', 'Pizza', 'Italian']"
cYhRQ5kEM-6QeTMb5cV5zg,"['Pizza', 'Restaurants']"
lykHOB7mmtC05NzlhyvbpA,"['Sandwiches', 'Pizza', 'Chicken Wings', 'Restaurants']"
BtqIbQ44Pa7-4pAIfPnc9Q,"['Pizza', 'Restaurants']"
Eixtf79t1_ZKaC-7J2kAWg,"['Pizza', 'Restaurants']"
_cxnSeFM0G5AdvCpJjTb0g,"['Italian', 'Pizza', 'Restaurants']"
Pu5uzlZ05pqVlx6LcZbfgw,"['Italian', 'Pizza', 'Restaurants']"
jWg5J2MRjhp1kgXTY8pSOw,"['Food', 'Coffee & Tea', 'Pizza', 'Breakfast & Brunch', 'Restaurants']"
lB4l0M9jSXWIz_VYjbzlJg,"['Pizza', 'Restaurants']"
8Z9DUMuWUFlA6cmY67mQ7Q,"['Pizza', 'Restaurants']"
I2fANye62hw2rRYvPeeh6Q,"['Pizza', 'Restaurants']"
g4Q-iUu-iszBXfK9T265cA,"['Pizza', 'Restaurants']"
0X4vhkD4OeRE5tbFz91x2A,"['Chicken Wings', 'Restaurants', 'Pizza', 'Italian']"
eFA9dqXT5EA_TrMgbo03QQ,"['Restaurants', 'Pizza', 'Italian']"
cRkvp9Pzcpd1ROEB9MRTbg,"['Pizza', 'Restaurants']"
lXH_b_HFUIlcPD5A30QZrQ,"['Pizza', 'Restaurants']"
RbThUOAzsx7am1xaft29zg,"['Pizza', 'Restaurants']"
AjVRPatAHLNwbnx3GWk5Gg,"['Italian', 'Pizza', 'Restaurants']"
FwYIyHrdkkB28wbbEDJ9Hg,"['Italian', 'Pizza', 'Sandwiches', 'Restaurants']"
o8Mh8Gqq_kY-gz5g5swoSw,"['Burgers', 'Pizza', 'Restaurants']"
UCnMFSurhwxXljPIzrmfUA,"['Pizza', 'Restaurants']"
BPi1Q5wX0_o5VlO_XRyYuQ,"['Tapas/Small Plates', 'Restaurants', 'Pizza', 'Italian']"
ssqtEjOVSg7MYXv6tA9FpQ,"['Pizza', 'Restaurants']"
uLnDFdn011hEroQQMLmxNQ,"['Pizza', 'Restaurants']"
ycYrsFV0wxeh0vkaKxe9gA,"['Sandwiches', 'Pizza', 'Chicken Wings', 'Restaurants']"
qPg1GaDuqhH071llYN7gdw,"['Bars', 'Wine Bars', 'Nightlife', 'Restaurants', 'Chicken Wings', 'Pizza']"
ZJmzBRQUXeQ6e1yv5nHNqw,"['Pizza', 'Buffets', 'Chicken Wings', 'Restaurants']"
30Xt5MnKfa0PtsRURwP2vQ,"['Pizza', 'Restaurants']"
Qi19pYTJ9ALqmqVKvu3llA,"['Italian', 'Pizza', 'Restaurants']"
Z9EbmrRhhrkUTiGdnHxYaQ,"['Pizza', 'Restaurants']"
GUEfosyg2YR2zwzpQScZBQ,"['Pizza', 'Restaurants']"
LdBOo8U_ygMIw1lfSJwoUg,"['Gluten-Free', 'Pizza', 'Restaurants']"
EYFV3b2fkt1fOqYnasonfA,"['Pubs', 'Bars', 'Pizza', 'Nightlife', 'Restaurants']"
LrDb1HZRiUSobVwmZKK8ww,"['Italian', 'Pizza', 'Restaurants']"
Qh0YMquKVV5ef5g_f0r2-g,"['Pizza', 'Restaurants']"
xD8Q42kqjsxiUcs_trdLgg,"['Breakfast & Brunch', 'Restaurants', 'Pizza', 'Italian']"
yypKLRJxSjR2uNaTS_O6pw,"['Italian', 'Pizza', 'Restaurants']"
8h2eGqZJpRuzMtSRwDHGGw,"['Breakfast & Brunch', 'Pizza', 'Restaurants']"
GwGDLjbNf6d71QNOmY1OBQ,"['Pizza', 'Restaurants']"
