8jzlASyNzCuuD5udiWy5hA,"['Shopping', 'Nurseries & Gardening', 'Home & Garden']"
Mr6E80w5xeVMQVcpRdv0LA,"['Department Stores', 'Fashion', 'Shopping', 'Home Decor', 'Home & Garden', ""Women's Clothing""]"
yDnRf8m_YI4AXHVGH6-fuQ,"['Kitchen & Bath', 'Shopping', 'Home & Garden']"
4cOKXxvzg2D39ZJB4zEmZQ,"['Shopping', 'Home & Garden', 'Furniture Stores']"
B0HRw0HaG2_NpfaDJgXR5A,"['Shopping', 'Home & Garden', 'Furniture Stores']"
F8sD8-VRr5RLCuxOY7SVaA,"['Shopping', 'Home Decor', 'Food', 'Beer, Wine & Spirits', 'Home & Garden', 'Furniture Stores']"
ZOstgnI-yRBdYxAg6XNKkg,"['Hardware Stores', 'Shopping', 'Home & Garden']"
N_SN6NXnXo-Ik30xm8sSHA,"['Shopping', 'Home & Garden', 'Furniture Stores']"
Wbub8b6Ik9Dz-Fydg2LGdw,"['Shopping', 'Home Decor', 'Home & Garden', 'Furniture Stores']"
A-0AKIqouRq-olQaqg7m5A,"['Kitchen & Bath', 'Shopping', 'Cabinetry', 'Home & Garden', 'Home Services']"
M3FPLjrYNvoVjRUBwxXUhw,"['Lighting Fixtures & Equipment', 'Shopping', 'Home Decor', 'Home & Garden', 'Home Services']"
7AJ-iMvLoNXiyadBkHlgoQ,"['Fashion', 'Shopping', 'Home Decor', 'Used, Vintage & Consignment', 'Home & Garden', 'Furniture Stores']"
0rJTqYcWELpXHsUoVSPkWg,"['Mattresses', 'Shopping', 'Home & Garden', 'Furniture Stores']"
ZL4N0P5ogHFyD-XL06pDTQ,"['Rugs', 'Shopping', 'Home Decor', 'Home & Garden', 'Furniture Stores']"
FyBPK3Qee8AIJI2JexqPBw,"['Mattresses', 'Shopping', 'Home & Garden']"
tCj3_73t0i22BbuMNub8Yw,"['Department Stores', 'Fashion', 'Shopping', 'Home Decor', 'Home & Garden', ""Women's Clothing""]"
qY6x10EX43UzjBiCrIP0EQ,"['Hot Tub & Pool', 'Shopping', 'Home & Garden']"
